@relation TestInstances

@attribute ID numeric
@attribute CUMULATIVE_CONTENT_CONSISTENCY numeric
@attribute AVG_COLS numeric
@attribute AVG_ROWS numeric
@attribute STD_DEV_COLS numeric
@attribute LOCAL_RATIO_EMPTY_ROW_5 numeric
@attribute LOCAL_DIGIT_AMOUNT_VARIANCE_ROW_4 numeric
@attribute LOCAL_AVG_LENGTH_COL_4 numeric
@attribute LOCAL_AVG_LENGTH_ROW_0 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_5 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_5 numeric
@attribute LOCAL_RATIO_IMAGE_COL_4 numeric
@attribute LOCAL_RATIO_SELECT_COL_2 numeric
@attribute LOCAL_RATIO_COLON_COL_1 numeric
@attribute LOCAL_RATIO_COLON_ROW_1 numeric
@attribute LOCAL_RATIO_COMMA_ROW_1 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_4 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_5 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_1 numeric
@attribute LOCAL_RATIO_HEADER_COL_0 numeric
@attribute LOCAL_RATIO_HEADER_COL_2 numeric
@attribute LOCAL_RATIO_CONTAINS_WHITESPACE_ROW_0 numeric
@attribute LOCAL_RATIO_SPECIAL_CHAR_ROW_4 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_1 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_1 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_2 numeric
@attribute CLASS {LAYOUT,RELATION,ENTITY,MATRIX,OTHER}

@data
2856,3,6,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,OTHER
2865,0.666667,2,2,0.816497,0,0,12,32.5,42.25,0.5,0,0,0,0,1,0,0.5,1,0,0,0.5,1,0,0,0,OTHER
2884,2.333333,1.75,2.333333,0.829156,0,0,8,16.666667,9.1875,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,OTHER
2890,0.24,1.76,22,0.427083,0,0,18.72,86,340.249307,1,0,0,0,0,0,0,0,0,0.2,0,1,0.5,0,0,0,OTHER
2896,1,2,8,0,0,0,7.375,14.5,13.234375,0,0,0,0,0,0,0,0,0,0.125,0.125,1,0,0,0,0,OTHER
2901,5,2,5,0,0,0,24.8,24,26.24,0,0,0,0,0,0,0.4,0.6,1,0,0,1,1,0,0,0,OTHER
2903,3,1.666667,15,0.471405,0,16,18.333333,84,149118.243056,0.166667,0,0,0,0,0,0,0.583333,0,0,0,1,1,0,0,0,OTHER
2912,0.5,8.5,1.888889,0.5,0,0,10,11.25,6.25,0.5,0,0,0,0,0.444444,0.5,0.5,0.777778,0,0,0.625,0.75,0.5,0.333333,0.333333,OTHER
2922,1.333333,2,2,0.816497,0,1.555556,18,29,6.25,0,0,0,0,0,0.666667,1,1,1,0,0,1,1,0,0,0,OTHER
2928,1.333333,2,3,0,0,81,47.333333,15.5,7690.666667,1,0.666667,0,0,0,0.5,0.666667,1,1,0,0,1,1,0.333333,0,0,OTHER
2930,0,2,2,0,0,20.25,30.5,43,12.25,0.5,0.5,0,0,0,0,1,0,0.5,0,0,1,1,0,0,0,OTHER
2931,2,4,3.2,1.732051,0,0,7,7.2,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,OTHER
2950,2,2,5,0,0,0,0,40.5,708,0.6,1,0,0,0,0,0,0.2,0,1,0,0.5,0.5,0,0,0,OTHER
2951,1.333333,2,3,0,0,72.25,57.666667,15,58597.555556,1,0.666667,0,0,0,1,0.666667,1,1,0,0,1,1,0.333333,0,0,OTHER
2952,0.666667,2,3,0,0,6.25,44,16.5,7286.222222,0.666667,0.666667,0,0,0,0.5,0.666667,1,1,0,0,1,1,0.333333,0,0,OTHER
2953,0,2,3,0,0,30.25,31.666667,7.5,25617.555556,0.666667,0.333333,0,0,0,1,0.666667,0.333333,0.5,0,0,0.5,1,0.333333,0,0,OTHER
2954,0.666667,2,3,0,0,100,60.333333,16,4390.888889,0.666667,0.666667,0,0,0,0.5,0.666667,1,1,0,0,1,1,0.333333,0,0,OTHER
2955,0,2,2,0,0,20.25,42,43,37249,0.5,0.5,0,0,0,0.5,1,0.5,1,0,0,1,1,0,0,0,OTHER
2966,1.333333,2,2,0.816497,0,2.888889,18,29,6.25,0,0,0,0,0,0.666667,1,1,1,0,0,1,1,0,0,0,OTHER
2971,3.666667,3,5,0,0,0.666667,0,2.333333,0.16,0,0,0,0,0,0,0,1,0.666667,0,0,0,0.666667,0,0,0,OTHER
2979,0.666667,2,3,0,0,5476,29,13,260884.222222,0.666667,0.666667,0,0,0,0.5,0.666667,1,1,0,0,1,1,0.333333,0,0,OTHER
2984,5.285714,5.857143,5.857143,2.099563,0,0,1.8,15,0.16,0,0,0,0,0,0,0.8,0.8,0,0,0,1,0,0.666667,0,1,OTHER
3001,1,1.6,4,0.489898,0,0,142.2,28,427.555556,0,0.6,0,0,0,0.5,0.2,0.333333,0.5,0,0,0.5,0,0,0,0,OTHER
3012,-0.166667,4.333333,2.166667,2.357023,0,13.333333,2.5,36.833333,2.25,0,0,0,0,0,0.166667,0.5,0.5,0.333333,0.666667,0,0.333333,0.333333,0,0,0,OTHER
3015,16.1,8.826087,20.3,3.03103,0,1.44,0,24,0,0,0,0,0,0,0,0,0,0.1,0.130435,0,1,0.3,0,0,0,OTHER
3019,1.333333,2,2,0.816497,0,2.888889,18,29,6.25,0,0,0,0,0,0.666667,1,1,1,0,0,1,1,0,0,0,OTHER
3020,0.833333,1.5,4.5,0.5,0,0,69,52,16280.25,0.5,0.4,0,0,0,0.5,0.4,0.5,1,0.2,0,1,0,0,0,0,OTHER
3022,0.666667,3,2,0,0,2,28.5,13,2.25,0,0,0,0,0,0,0,0.5,0,0,0,0.333333,0.333333,0,0,0,OTHER
3023,1,2,3,0,0,9,22.666667,7.5,2642.888889,0.666667,0.333333,0,0,0,0,0.666667,0.333333,0.5,0,0,1,0.5,0,0,0,OTHER
3041,3.5,7.5,1.875,0.5,0,1.9375,7,7.375,6.25,0,0,0,0,0,0,0,1,0.285714,0,0,0.375,0.25,0,0,0,OTHER
3056,-0.008889,3.431111,193,0.622476,0,0,1.866071,103.5,546.398823,0,0,0,0,0,0,0.058036,0.113744,1,0,0,1,0.333333,0,0,0,OTHER
3059,1.333333,2,2,0.816497,0,2.888889,18,29,6.25,0,0,0,0,0,0.666667,1,1,1,0,0,1,1,0,0,0,OTHER
3061,2.333333,2.2,3.666667,0.4,0,0,0,7.333333,63.76,0.4,1,0,0,0,0,0,0.6,0,0,0,0.333333,1,0,0,0,OTHER
3063,0.666667,2,3,0,0,110.25,50.333333,15.5,413.555556,0.666667,0.666667,0,0,0,0.5,0.666667,0.666667,0.5,0,0,1,1,0.333333,0,0,OTHER
3068,9,4.632653,45.4,1.043813,0,0,0.162791,36,6.409951,0,0,0,0,0,0,0,0.627907,0,0,0,1,0,0,0,0,OTHER
3071,-0.179104,3.313433,111,0.565394,0,43,1.842105,135,4245.263746,0,0,0,0,0,0,0.030075,0.457364,1,0,0,1,1,0,0,0,OTHER
3075,1.333333,2,2,0.816497,0,2.888889,17,28.5,9,0,0,0,0,0,0.333333,1,1,1,0,0,1,1,0,0,0,OTHER
3083,1,2,3,0,0,12.25,40.666667,7.5,7202.666667,0.666667,0.333333,0,0,0,0.5,0.666667,0.333333,0.5,0,0,1,1,0,0,0,OTHER
3097,2,3.333333,2.5,0.471405,0,11.555556,12.333333,6.5,72,0,0,0,1,0.333333,0,1,0.666667,0.666667,0,0,0.5,0.666667,0,0,0,OTHER
3105,1,3.888889,5,2.685121,0,0,3.2,24,0,0,0,0,0,0,0,0.6,0,0,0.333333,0,1,1,0,0,0,OTHER
3107,1,5,2,0,0,0,4.5,2,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0,0,0,0,OTHER
3146,1.333333,2,2,0.816497,0,1.555556,18,29,6.25,0,0,0,0,0,0.666667,1,1,1,0,0,1,1,0,0,0,OTHER
3147,4,2,9,0,0,0,6.777778,9,3164.617284,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0,OTHER
3148,1,2,2,0,0,0,13.5,19.5,2601,0,0,0,0,0.5,0,0,0.5,0.5,0,0,1,1,0,0,0,OTHER
3150,3.5,7.5,1.875,0.5,0,1.9375,7,9.875,6.25,0,0,0,0,0,0,0,1,0.285714,0,0,0.375,0.375,0,0,0,OTHER
3153,0.666667,2,3,0,0,6.25,58.666667,16.5,28966.222222,0.666667,0.666667,0,0,0,0.5,0.666667,1,1,0,0,1,1,0.333333,0,0,OTHER
3154,0.666667,2,3,0,0,4,48,15.5,72456.222222,0.666667,0.666667,0,0,0,0,0.666667,1,1,0,0,1,1,0.333333,0,0,OTHER
3155,0.666667,2,3,0,0,12.25,63.333333,16,4390.888889,0.666667,0.666667,0,0,0,0.5,0.666667,1,1,0,0,1,1,0.333333,0,0,OTHER
3156,0.5,1.666667,2.5,0.471405,0,0,23,16.5,0,0,0,0,0,0,0,0.333333,0,0,0,0,0.5,0,0,0,0,OTHER
3158,0.666667,2,3,0,0,20.25,31.666667,14,44108.666667,0.666667,1,0,0,0,0.5,0.666667,0.666667,0.5,0,0,1,1,0.333333,0,0,OTHER
3166,1,2,3,0,0,9,11,10.5,0.888889,0.333333,0,0,0,0,0,0.666667,0.666667,1,0,0,1,1,0,0,0,OTHER
3168,0.5,1.666667,2.5,0.471405,0,0,115.333333,35,121,0.5,0,0,0,0,0,0.666667,0.5,0,0,0,1,1,0,0,0,OTHER
3169,0.666667,2.857143,6.666667,0.349927,0,150.222222,38.857143,9,22.805556,0.333333,0,0,0,0,0.333333,0.714286,0,0.333333,0,0,0.333333,0,0,0,0,OTHER
3171,0.666667,2,3,0,0,1,44,16,14738.888889,0.666667,0.666667,0,0,0,0,0.666667,1,1,0,0,1,1,0.333333,0,0,OTHER
3172,0,2,3,0,0,16,29.666667,7,10370.666667,0.666667,0.333333,0,0,0,0.5,0.666667,0.333333,0.5,0,0,0.5,1,0.333333,0,0,OTHER
3173,2,1.75,14,0.433013,0,0,19.125,99,183865.222222,0.166667,0,0,0,0,0,0,0.583333,0,0,0,1,0,0,0,0,OTHER
3205,-4.870968,8.16129,23,4.443892,0,0,2.782609,28,4.413223,0,0,0,0,0,0,0.086957,0.045455,1,0,0,1,0.090909,0.043478,0,0,OTHER
3206,0.3125,1.6875,13.5,0.463512,0,0,19.9375,62,351.471074,1,0,0,0,0,0,0,0,0,0.1875,0,1,0.5,0,0,0,OTHER
3208,1,1.666667,2.5,0.471405,0,0,15.666667,29,2.25,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,OTHER
3212,1.333333,2,2,0.816497,0,1.555556,18,29,6.25,0,0,0,0,0,0.666667,1,1,1,0,0,1,1,0,0,0,OTHER
3213,2,2,2,0,0,1,15,10,56.25,0,0,0,0,0,0,1,0.5,1,0,0,0.5,0.5,0,0,0,OTHER
3244,0.5,1.666667,2.5,0.471405,0,16,58,54,182.25,0,0,0,0,0,0.5,1,1,1,0,0,1,1,0,0,0,OTHER
3254,0.666667,3,2,0,0,0.888889,14,6,1,0,0,0,0,0,0,0,0.5,0,0,0,0.333333,0.333333,0,0,0,OTHER
3255,0,2,3,0,0,25,25,7,32091.555556,0.666667,0.333333,0,0,0,1,0.666667,0.333333,0.5,0,0,0.5,1,0.333333,0,0,OTHER
3257,9,6,33.75,3.03315,0,1,5.878788,29,25.140496,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,OTHER
3258,1.5,3.833333,5.75,0.372678,0,13.6875,12.166667,9.5,1680.96,0,0,0,0,0,0,0.5,0.4,0.75,0.166667,0.166667,0.5,0.75,0,0,0,OTHER
3263,2,2,2,0,0,0,154,22,256,0.5,0,0,0,0,0,1,1,1,0.5,0.5,1,1,0,0,0,OTHER
3279,0.666667,3,2,0,0,9.555556,0.5,79,13924,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0.333333,0.333333,0.5,0,0,OTHER
3280,1.5,1.5,1.5,0.5,0,1,0,23,2116,0,1,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,OTHER
3283,0.666667,2,3,0,0,36,39,15.5,2093.555556,0.666667,0.666667,0,0,0,0.5,0.666667,0.666667,0.5,0,0,1,1,0.333333,0,0,OTHER
3286,0.666667,2,3,0,0,2.25,27,13,3017.555556,0.666667,0.666667,0,0,0,0.5,0.666667,1,1,0,0,1,1,0.333333,0,0,OTHER
3297,7.5,3.428571,18,1.17803,0,0,0,7.5,1030.477509,0.117647,0,0,0,0,0,0,0.294118,0,0,0,0.5,1,0,0,0,OTHER
3300,10.333333,2.925926,26.333333,0.261891,0,0.888889,1.6,7,288.66118,0,0,0,0,0,0,0.8,0.111111,0.666667,0,0,0.333333,0.333333,0.8,0.666667,0.666667,OTHER
3303,1,2,2,0,0,0,38,30.5,2.25,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0,OTHER
3309,2,2.666667,2,1.885618,1,3,19.5,11.5,0.25,0,0,0,0,0.5,0,0,0,0.25,0,0,0.25,0.5,0.5,0.25,0.25,OTHER
3316,0.666667,2,3,0,0,64,43,15.5,5069.555556,0.666667,0.333333,0,0,0,1,0.666667,0.666667,0.5,0,0,1,1,0.333333,0,0,OTHER
3318,0,2,2,0,0,20.25,42,43,132.25,0.5,0.5,0,0,0,0,1,0,0.5,0,0,1,1,0,0,0,OTHER
3319,0.666667,2,3,0,0,20.25,33.333333,7.5,957.555556,0.333333,0.333333,0,0,0,0.5,0.666667,0.333333,0.5,0,0,0.5,1,0.333333,0,0,OTHER
3327,0.666667,2,3,0,0,4,23.333333,13.5,21773.555556,0.666667,0.666667,0,0,0,0.5,0.666667,0.666667,0.5,0,0,1,1,0.333333,0,0,OTHER
3337,2,2,4,0,0,4,5.5,82,735.6875,0,0,0,0,0,0,0,1,0.5,0,0,0.5,1,0,0,0,OTHER
3339,0,2,3,0,0,0.25,18.333333,9,128862.888889,0,0.333333,0,0,0,0.5,0.666667,0.333333,1,0,0,0.5,1,0,0,0,OTHER
3347,0,3,32,0,0,2.888889,3,6.333333,27.808594,0.25,0,0,0,0,0.333333,0,0.4375,0,0,0,0.333333,0.666667,0,0,0,OTHER
3359,0.666667,3,2,0,0,0.222222,3.5,10.666667,25,0.5,0,0,0,0,0,0.5,0,0.666667,0.5,0.5,0.666667,0.666667,0,0,0,OTHER
3360,3,2,8,0,0,0,5.125,45,4078.734375,0.625,0,0,0,0,0.5,0,0.25,0.5,1,0,0.5,1,0,0,0,OTHER
3365,0.666667,3,2,0,0,22.222222,10.5,33,992.25,0,0,0,1,0.333333,0.666667,0,1,0.666667,0,0,1,0.666667,0,0,0,OTHER
3366,0.666667,3,2,0,0,22.222222,10.5,33,992.25,0,0,0,1,0.333333,0.666667,0,1,0.666667,0,0,1,0.666667,0,0,0,OTHER
3367,0.666667,3,2,0,0,22.222222,10.5,33,1056.25,0,0,0,1,0.333333,0.333333,0,1,0.666667,0,0,1,0.666667,0,0.333333,0.333333,OTHER
3369,2,2,2,0,0,2.25,30,59,1122.25,0,0,0,0,0,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,0.5,OTHER
3372,1,4,2,0,0,15.1875,6.5,9.25,1,0,0,0,0,0.5,0,0,0.5,0,0,0,0.25,0.75,0,0,0,OTHER
3378,1.333333,2,2,0.816497,0,1.555556,18,29,6.25,0,0,0,0,0,0.666667,1,1,1,0,0,1,1,0,0,0,OTHER
3381,0.666667,2,3,0,0,306.25,74,15.5,11656.222222,0.666667,0.666667,0,0,0,0.5,0.666667,1,1,0,0,1,1,0.333333,0,0,OTHER
3383,0,2,3,0,0,0,14.333333,8,31504.666667,0.333333,0.333333,0,0,0,0.5,0.333333,0.333333,0,0,0,1,1,0,0,0,OTHER
3384,0,2,3,0,0,4,27.333333,7.5,33112.888889,0.333333,0.333333,0,0,0,0.5,0.666667,0.333333,0.5,0,0,1,0.5,0,0,0,OTHER
3394,5,2,5,0,0,0,15.4,50.5,283.84,1,0,0,0,0.5,0.5,0,0.4,0.5,1,0,0.5,1,0,0,0,OTHER
3398,1.333333,2,2,0.816497,0,1.555556,18,29,6.25,0,0,0,0,0,0.666667,1,1,1,0,0,1,1,0,0,0,OTHER
3402,0.666667,2,3,0,0,2.25,55.333333,15.5,57576.222222,0.666667,0.666667,0,0,0,0.5,0.666667,1,1,0,0,1,1,0.333333,0,0,OTHER
3403,2.5,1.666667,2.5,0.471405,0,0,19.666667,31,0,0,0,0,0,0,0,0.333333,0,0,0.333333,0,1,0.5,0,0,0,OTHER
3416,1.5,3.5,1.75,0.5,0,0,4,8.25,0.25,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0.25,0.25,0,0,0,OTHER
3423,15.666667,6,16,0,0,0,19.375,18,24.527344,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,OTHER
3424,9.25,2.647059,11.25,0.680932,0,2.888889,85.5,91.5,17.506173,0,0,0,0,0,0,0,0.777778,0,0,0,1,1,0,0,0,OTHER
3428,1.333333,2,3,0,0,49,59,15.5,6274.666667,1,0.666667,0,0,0,1,0.666667,0.666667,0.5,0,0,1,1,0.333333,0,0,OTHER
3436,1.833333,12,2,0,0,3.409722,0,3.833333,0,0,0,0,0,0,0,0,0,0.333333,0,0,0.083333,0.333333,1,0.25,0.25,OTHER
3438,1.666667,1.666667,2.5,0.471405,0,0.25,45,4,1681,0,0,0,0,0,0,0.333333,0.5,1,0.333333,0.5,0,1,0,0,0,OTHER
3442,1.666667,2.333333,2.333333,0.942809,0,2,25,14.333333,132.25,0.5,0,0,0,0,0,1,0.5,1,0,0,0.333333,1,0,0,0,OTHER
3445,0,2,2,0,0,12.25,39,42,10000,0.5,0.5,0,0,0,0.5,1,0,0.5,0,0,1,1,0,0,0,OTHER
3471,0.75,4.25,2.833333,1.47902,0,0.333333,19.5,34.5,10.666667,0.333333,0,0,0,0,0,1,0.666667,0,0,0,1,1,0,0,0,OTHER
3476,2,2,3,0,0,9,4,16,1482,0,0,0,0,0,0.5,0,0.333333,0.5,0,0,0.5,0.5,0,0,0,OTHER
3505,0.666667,2,3,0,0,20.25,44.333333,15.5,8626.888889,0.666667,0.666667,0,0,0,0.5,0.666667,1,1,0,0,1,1,0.333333,0,0,OTHER
3506,0,2,2,0,0,16,41,42.5,3782.25,0.5,0.5,0,0,0,0,1,0.5,1,0,0,1,1,0,0,0,OTHER
3525,1.333333,2,2,0.816497,0,2.666667,18,30,9,0,0,0,0,0,0.666667,1,1,1,0,0,1,1,0,0,0,OTHER
3533,5,5,2,0,0,0,12.5,15,6.25,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,OTHER
3547,3,7,6,0,0,0,2.666667,1,0.25,0,0,0,0,0,0,0.666667,0.833333,1,0,0,0,0,0.166667,0.428571,0.857143,OTHER
3561,6,3,6,0,0,0.222222,1,11.333333,276.555556,0,0,0,0,0,0,0,1,0.333333,1,0,0.333333,0.666667,0,0,0,OTHER
3562,2.5,7.5,1.875,0.5,0,1.6875,7,8.5,16,0,0,0,0,0,0,0,1,0.285714,0,0,0.375,0.25,0,0,0,OTHER
3563,0.666667,2,3,0,0,1332.25,117.666667,15,37997.555556,0.666667,0.666667,0,0,0,1,0.666667,0.666667,0.5,0,0,1,1,0.333333,0,0,OTHER
3577,1.5,1.666667,2.5,0.471405,0,16,36.333333,23,156.25,0,0,0,0,0,0.5,0.333333,1,1,0,0,1,1,0,0,0,OTHER
3578,4.166667,5,4.166667,2,0,2.222222,6,27,0,0,0,0,0,0.333333,0,1,1,0.666667,0,0,1,0.666667,0,0,0,OTHER
3587,0,2,3,0,0,36,31.666667,7.5,66.888889,0.333333,0.333333,0,0,0,0.5,0.666667,0.333333,0.5,0,0,1,1,0,0,0,OTHER
3609,1,21,1,21,1,0.739796,1,1.404762,0,1,0,0,0,0,0,0,1,0,0,0,0,0.02381,1,0,0,OTHER
3619,-1,7,6.125,2.44949,0,0.984375,5.333333,7.125,0.222222,0,0,0,0,0,0,0.666667,0.666667,0.875,0,0,0.125,0.125,0.5,0.75,0,OTHER
3621,1,2,2,0,0,9,27,25,42.25,0,0,0,0,0,0,1,0,0.5,0,0,1,0.5,0,0,0,OTHER
3623,3,3,3,0,0,0,24,33,20.666667,0.333333,0,0,0,0,0,0.333333,0.333333,1,0,0,1,1,0,0,0,OTHER
3632,0,2,3,0,0,12.25,27.666667,7,6424.888889,0.666667,0.333333,0,0,0,0,0.666667,0.333333,0.5,0,0,0.5,1,0.333333,0,0,OTHER
3633,0,2,3,0,0,9,19,7.5,7856.888889,0.333333,0.333333,0,0,0,0.5,0.666667,0.333333,0.5,0,0,1,0.5,0,0,0,OTHER
3635,1,2,5,0,0,2.25,9.8,19.5,20786.24,0.4,0,0,0,0.5,0.5,0,0.8,0.5,0,0,0.5,0.5,0.4,0,0.5,OTHER
3639,1.5,4,3,0,0,6.1875,7.666667,8.25,4.666667,0,0,0,0,0.5,0,0,0.666667,0.5,0,0,0.25,0.5,0.666667,0.5,0.5,OTHER
3640,2,4,3,0,0,6.75,7.666667,8,2.888889,0,0,0,0,0.5,0,0,0.333333,0.5,0,0,0.25,0.5,0.666667,0.5,0.5,OTHER
3643,1,2,2,0,0,0,17.5,18,1,0,0,0,0,0,0,1,1,1,0,0,0.5,1,0,0,0,OTHER
3644,0.5,3.45,34.5,0.804674,0,0,4.205128,111,327.188345,0,0,0,0,0,0,0.128205,0.580645,1,0,0,1,0,0,0,0,OTHER
3645,2,2,2,0,0,16,12,13,0.25,0,0,0,0,0.5,0.5,0,1,0.5,0,0,1,1,0,0,0,OTHER
3652,0.666667,2,3,0,0,25,51,15.5,4804.666667,0.666667,0.666667,0,0,0,1,0.666667,0.666667,0.5,0,0,1,1,0.333333,0,0,OTHER
3654,1,2,3,0,0,16,33.666667,7.5,3393.555556,1,0.333333,0,0,0,0.5,0.666667,0.333333,0.5,0,0,0.5,1,0.333333,0,0,OTHER
3661,0.75,3.857143,6.75,0.349927,0,0,6.285714,4.5,93.333333,0.166667,0,0,0,0,0,0,0.333333,0.25,1,0.857143,0.5,0.5,0.285714,0,0.25,OTHER
3662,0.5,3,4,0,0,1.555556,3.75,8.333333,18.75,0.25,0,0,0,0,0,0,0.5,0.333333,0.25,0.75,0.666667,0.666667,0,0.333333,0,OTHER
3663,9,2,9,0,0,0,33.111111,14.5,1870.024691,0,0,0,0,0,0.5,0.111111,0,0,0,0,0.5,1,0,0,0,OTHER
3664,0.411765,1.588235,13.5,0.69102,1,0,20.6,15,564.305556,0.333333,0,0,0,0,0,0.066667,0.583333,0,0,0,1,1,0,0,0,OTHER
3670,1.2,5,2,0,0,8.64,4,5.4,4,0,0,0,0,0,0,1,0.5,1,0,0,0,0.6,0.5,0.8,0.8,OTHER
3672,2.5,7.5,1.875,0.5,0,1.234375,7,7.125,9,0,0,0,0,0,0,0,1,0.285714,0,0,0.375,0.125,0,0,0,OTHER
3684,4,4,8,0,0,18.75,1,9.5,152.984375,0.125,0,0,0.875,0.25,0.25,0,0.5,0.25,0,0,0.25,0.75,0,0.25,0,OTHER
3724,3,3,2.25,1.414214,0,0,9.5,103,81,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,OTHER
3730,34.75,3.052239,102.25,0.822421,0,0.888889,4.575,47,3.183056,0,0,0,0,0,0.25,0,0.991667,0,0,0,1,0.666667,0,0,0.333333,OTHER
3732,2.5,7.5,1.875,0.5,0,0.75,7,9.75,9,0,0,0,0,0,0,0,1,0.285714,0,0,0.375,0.25,0,0,0,OTHER
3758,2,3,2,0,0,0,14,7,6.25,0,0,0,0,0,0.333333,0,0,0,0.5,0.5,0,0,0,0,0,OTHER
3760,1,4,2,0,0,15.1875,6.5,11,20.25,0,0,0,0,0.5,0,0,0.5,0,0,0,0.5,0.75,0,0,0,OTHER
3764,2.875,5.375,6.142857,2.117634,0,0.122449,8,1,69.555556,0.5,0,0,0,0,0,0.8,0.833333,0,0.125,0.166667,0,0.142857,0,0,0,OTHER
3772,0.75,2.333333,1.75,1.247219,0,1,18,15.5,2.25,0.5,0,0,0,0,0,1,0.5,0.5,0.666667,1,0.75,0.5,0,0,0,OTHER
3784,0.5,5.5,1.833333,0.5,0,0.16,10.5,13.4,4,0,0,0,0,0,0,0.5,0,0.166667,0.5,0.5,0.8,0.2,0,0,0,OTHER
3815,-0.333333,3,3,0,0,2,5.666667,9.333333,10.888889,0,0,0,0,0,0,0.333333,0.333333,1,0,0,0.666667,0.666667,0,0,0,OTHER
3820,1.538462,12,1.846154,1,0,0.595041,4,3.818182,1,0,0,0,0,0,0,1,1,0.846154,0,0,0.090909,0.818182,0,0.769231,0.769231,OTHER
3851,0.333333,2,6,0,0,0,20,12.5,55.555556,0,0,0,0,0,0,0,0.333333,0,0.166667,0.166667,0.5,0,0,0,0,OTHER
3859,0.275362,3.463768,59.75,0.650077,0,0,2.176471,188,3190.744961,0,0,0,0,0,0,0.044118,0.196721,1,0,0,1,0,0,0,0,OTHER
3872,3,4,3.2,1.732051,0,0,1.666667,1,0.222222,0.333333,0,0,0,0,0,0.666667,0.666667,1,0,0,0,0,0.666667,0,1,OTHER
3874,3,2,15,0,0,0,10.8,9.5,245.395556,0,0,0,0,0,0,0,0,0,0.066667,0.066667,0.5,0,0,0,0,OTHER
3881,2,4,2,0,0,0.1875,22,16,20.25,0,0,0,0,0,0,0.5,0.5,0.25,0,0,0.75,0.5,0,0,0,OTHER
3887,0.25,3.25,3.25,1.299038,0,0.1875,3,32,0.222222,0,0,0,0,0,0,0.333333,0,0,0,0,1,0.25,0.333333,0,0,OTHER
3900,1.086207,3.431034,49.75,0.721877,0,168.6875,2.362069,63.5,1014.7556,0,0,0,0,1,0,0.137931,0.28,1,0.017241,0.017241,1,1,0,0,0,OTHER
3902,2.5,2.25,4.5,0.661438,0,0,26,4.5,14.472222,0,0.666667,0,0,0,1,0,0.833333,1,0,0,0,1,0,0,0,OTHER
3924,2,8,5.333333,1.414214,0,0.098765,3.333333,11.5,17.555556,0,0,0,0,0,0,0.166667,0.166667,0.666667,0.2,0.2,0.833333,0.111111,0.2,0,0,OTHER
3931,1.5,3.333333,2.5,0.942809,0,0,21,4.75,6.888889,0.666667,0,0,0,0,0.25,0,0,0,0.333333,0.5,0.25,0.5,0,0,0,OTHER
3932,1.5,3.333333,2.5,0.942809,0,0,32.5,4.75,6.888889,0.666667,0,0,0,0,0,0,0,0,0.333333,0.5,0.25,0.5,0,0,0,OTHER
3933,1.5,3.333333,2.5,0.942809,0,0,21,4.75,6.888889,0.666667,0,0,0,0,0,0,0,0,0.333333,0.5,0.25,0.5,0,0,0,OTHER
3934,1.5,3.333333,2.5,0.942809,0,0,12,4.75,6.888889,0.666667,0,0,0,0,0,0,0,0,0.333333,0.5,0.25,0.25,0,0,0,OTHER
3935,1.5,3.333333,2.5,0.942809,0,0,15.5,4.75,6.888889,0.666667,0,0,0,0,0,0,0,0,0.333333,0.5,0.25,0.5,0,0,0,OTHER
3957,1,4,2,0,0,12,6.5,10.25,1,0,0,0,0,0.5,0,0,0.5,0,0,0,0.25,0.75,0,0,0,OTHER
3968,1,4,2,0,0,12,6.5,12.25,25,0,0,0,0,0.5,0,0,0.5,0,0,0,0.5,0.75,0,0,0,OTHER
3986,3.333333,3,4,0,0,27.555556,1,45.666667,76040.75,0,0,0,0,0,0.333333,0,0.5,0.666667,0,0,0.333333,0.666667,0,0,0,OTHER
3992,2,4,3,0,0,3,10.333333,114.5,82.888889,0,0,0,0,0.5,0,0,0,0.25,0,0,0.25,0.5,0.333333,0.25,0.25,OTHER
