@relation TestInstances

@attribute ID numeric
@attribute CUMULATIVE_CONTENT_CONSISTENCY numeric
@attribute AVG_CELL_LENGTH numeric
@attribute AVG_COLS numeric
@attribute AVG_ROWS numeric
@attribute RATIO_ALPHABETICAL numeric
@attribute STD_DEV_COLS numeric
@attribute MAX_COLS numeric
@attribute STD_DEV_ROWS numeric
@attribute LOCAL_AVG_LENGTH_COL_0 numeric
@attribute LOCAL_AVG_LENGTH_COL_1 numeric
@attribute LOCAL_AVG_LENGTH_COL_2 numeric
@attribute LOCAL_AVG_LENGTH_COL_3 numeric
@attribute LOCAL_AVG_LENGTH_COL_4 numeric
@attribute LOCAL_AVG_LENGTH_COL_5 numeric
@attribute LOCAL_AVG_LENGTH_ROW_0 numeric
@attribute LOCAL_AVG_LENGTH_ROW_1 numeric
@attribute LOCAL_AVG_LENGTH_ROW_2 numeric
@attribute LOCAL_AVG_LENGTH_ROW_3 numeric
@attribute LOCAL_AVG_LENGTH_ROW_4 numeric
@attribute LOCAL_AVG_LENGTH_ROW_5 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_0 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_1 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_2 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_3 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_4 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_5 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_0 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_1 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_2 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_3 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_4 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_5 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_0 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_1 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_2 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_3 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_4 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_5 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_0 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_1 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_2 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_3 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_4 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_5 numeric
@attribute LOCAL_RATIO_IMAGE_COL_0 numeric
@attribute LOCAL_RATIO_IMAGE_COL_1 numeric
@attribute LOCAL_RATIO_IMAGE_COL_2 numeric
@attribute LOCAL_RATIO_IMAGE_COL_3 numeric
@attribute LOCAL_RATIO_IMAGE_COL_4 numeric
@attribute LOCAL_RATIO_IMAGE_COL_5 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_0 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_1 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_2 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_3 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_4 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_5 numeric
@attribute LOCAL_RATIO_INPUT_COL_0 numeric
@attribute LOCAL_RATIO_INPUT_COL_1 numeric
@attribute LOCAL_RATIO_INPUT_COL_2 numeric
@attribute LOCAL_RATIO_INPUT_COL_3 numeric
@attribute LOCAL_RATIO_INPUT_COL_4 numeric
@attribute LOCAL_RATIO_INPUT_COL_5 numeric
@attribute LOCAL_RATIO_INPUT_ROW_0 numeric
@attribute LOCAL_RATIO_INPUT_ROW_1 numeric
@attribute LOCAL_RATIO_INPUT_ROW_2 numeric
@attribute LOCAL_RATIO_INPUT_ROW_3 numeric
@attribute LOCAL_RATIO_INPUT_ROW_4 numeric
@attribute LOCAL_RATIO_INPUT_ROW_5 numeric
@attribute LOCAL_RATIO_SELECT_COL_0 numeric
@attribute LOCAL_RATIO_SELECT_COL_1 numeric
@attribute LOCAL_RATIO_SELECT_COL_2 numeric
@attribute LOCAL_RATIO_SELECT_COL_3 numeric
@attribute LOCAL_RATIO_SELECT_COL_4 numeric
@attribute LOCAL_RATIO_SELECT_COL_5 numeric
@attribute LOCAL_RATIO_SELECT_ROW_0 numeric
@attribute LOCAL_RATIO_SELECT_ROW_1 numeric
@attribute LOCAL_RATIO_SELECT_ROW_2 numeric
@attribute LOCAL_RATIO_SELECT_ROW_3 numeric
@attribute LOCAL_RATIO_SELECT_ROW_4 numeric
@attribute LOCAL_RATIO_SELECT_ROW_5 numeric
@attribute LOCAL_RATIO_COLON_COL_0 numeric
@attribute LOCAL_RATIO_COLON_COL_1 numeric
@attribute LOCAL_RATIO_COLON_COL_2 numeric
@attribute LOCAL_RATIO_COLON_COL_3 numeric
@attribute LOCAL_RATIO_COLON_COL_4 numeric
@attribute LOCAL_RATIO_COLON_COL_5 numeric
@attribute LOCAL_RATIO_COLON_ROW_0 numeric
@attribute LOCAL_RATIO_COLON_ROW_1 numeric
@attribute LOCAL_RATIO_COLON_ROW_2 numeric
@attribute LOCAL_RATIO_COLON_ROW_3 numeric
@attribute LOCAL_RATIO_COLON_ROW_4 numeric
@attribute LOCAL_RATIO_COLON_ROW_5 numeric
@attribute LOCAL_RATIO_COMMA_COL_0 numeric
@attribute LOCAL_RATIO_COMMA_COL_1 numeric
@attribute LOCAL_RATIO_COMMA_COL_2 numeric
@attribute LOCAL_RATIO_COMMA_COL_3 numeric
@attribute LOCAL_RATIO_COMMA_COL_4 numeric
@attribute LOCAL_RATIO_COMMA_COL_5 numeric
@attribute LOCAL_RATIO_COMMA_ROW_0 numeric
@attribute LOCAL_RATIO_COMMA_ROW_1 numeric
@attribute LOCAL_RATIO_COMMA_ROW_2 numeric
@attribute LOCAL_RATIO_COMMA_ROW_3 numeric
@attribute LOCAL_RATIO_COMMA_ROW_4 numeric
@attribute LOCAL_RATIO_COMMA_ROW_5 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_0 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_1 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_2 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_3 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_4 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_5 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_0 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_1 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_2 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_3 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_4 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_5 numeric
@attribute LOCAL_RATIO_HEADER_COL_0 numeric
@attribute LOCAL_RATIO_HEADER_COL_1 numeric
@attribute LOCAL_RATIO_HEADER_COL_2 numeric
@attribute LOCAL_RATIO_HEADER_COL_3 numeric
@attribute LOCAL_RATIO_HEADER_COL_4 numeric
@attribute LOCAL_RATIO_HEADER_COL_5 numeric
@attribute LOCAL_RATIO_HEADER_ROW_0 numeric
@attribute LOCAL_RATIO_HEADER_ROW_1 numeric
@attribute LOCAL_RATIO_HEADER_ROW_2 numeric
@attribute LOCAL_RATIO_HEADER_ROW_3 numeric
@attribute LOCAL_RATIO_HEADER_ROW_4 numeric
@attribute LOCAL_RATIO_HEADER_ROW_5 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_0 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_1 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_2 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_3 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_4 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_5 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_0 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_1 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_2 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_3 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_4 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_5 numeric
@attribute CLASS {LAYOUT,RELATION,ENTITY,MATRIX,OTHER}

@data
37,-3.384615,3.435897,13,6,0.217949,0,13,0,6.333333,5.5,3.833333,3.833333,2.166667,4,3.076923,3.538462,3.692308,3.692308,3.538462,3.153846,2.222222,6.583333,0.138889,0.138889,0.138889,0,0.686391,3.325444,2.674556,2.674556,3.325444,2.591716,0.666667,0.166667,0,0,0,0,0,0.153846,0.076923,0.076923,0.076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,1,1,0.833333,0.833333,0.076923,0.923077,0.923077,0.923077,0.923077,0.846154,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,1,0,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0,0.846154,0.846154,0.846154,0.846154,0.846154,RELATION
42,6,10.916667,4,6,0.5,0,4,0,6,9,20.666667,20.666667,20.666667,8,11.5,10.75,9.5,9.5,11,11.75,0,0,8.222222,8.222222,8.222222,0,45.25,29.6875,11.25,11.25,34.5,51.1875,0,0,1,1,1,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
46,210.25,6.534198,8,212,0.497642,0,8,0,6.79717,5.990566,5.103774,5.103774,3.632075,13.674528,8.375,6.375,6.75,6.75,6.125,6,2.925841,0.018779,0.149608,0.149608,0.24199,1.07803,15.984375,12.484375,11.4375,11.4375,11.359375,9.75,0.004717,0.004717,1,1,0.004717,0.004717,1,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995283,0,0.125,0.125,0.125,0.125,0.125,0,0.995283,0.995283,0.995283,0.995283,0,0,0.5,0.5,0.5,0.5,0.5,0.004717,0.004717,0.004717,0.004717,0.004717,0.004717,1,0,0,0,0,0,0,0.995283,0,0,0.995283,0,0,0.375,0.375,0.375,0.375,0.375,RELATION
51,0,18.75,4,3,0.5,0,4,0,50,11.666667,7,7,7,6.333333,8,24,24,24,24,24.25,760.666667,0.222222,2,2,2,0.888889,9,678.5,678.5,678.5,678.5,701.1875,0,0,0.666667,0.666667,0.666667,0,0,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0.666667,0,0,0,0.666667,0,0.75,0.75,0.75,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,RELATION
53,2,11.833333,6,3,0.666667,0,6,0,17.333333,15.333333,8.666667,8.666667,5,13,11.5,12,12,12,12,12,5.555556,3.555556,10.888889,10.888889,0,2,29.583333,19.333333,19.333333,19.333333,19.333333,19.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0.166667,0.166667,0.166667,0.166667,0,0,0.666667,0.666667,0.666667,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
59,17.666667,85.358025,3,27,0.506173,0,3,0,1.962963,13.037037,13.037037,13.037037,13.037037,241.074074,5.666667,39,119,119,50,48.666667,0.035665,35.072702,35.072702,35.072702,35.072702,16780.068587,10.888889,2004.666667,22552.666667,22552.666667,4056,3179.555556,0,0,0,0,0,0.037037,0,0.333333,0,0,0,0,0,0,0,0,0,0.444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074074,0.074074,0.074074,0.074074,0.851852,0,0.333333,0.333333,0.333333,0.333333,0.333333,0.962963,0.555556,0.555556,0.555556,0.555556,0.62963,0,1,0.666667,0.666667,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0.962963,0,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,RELATION
65,2.8,5.4,6,5,0.2,0,6,0,1.8,2.8,9.8,9.8,3.4,1,6,5.333333,5.333333,5.333333,5.166667,5.166667,2.56,2.56,5.76,5.76,0.64,4,3.333333,31.555556,31.555556,31.555556,28.472222,28.472222,0,0,0,0,0,0,0,0.166667,0.166667,0.166667,0.166667,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0,0,0.666667,0.666667,0.666667,0.666667,0.666667,0.2,0.2,0.2,0.2,0.2,0.2,1,0,0,0,0,0,0.8,0.8,0,0,0.8,0,0,0.5,0.5,0.5,0.5,0.5,RELATION
66,2.181818,20.431818,4,11,0.090909,0,4,0,64.818182,1.545455,4.454545,4.454545,4.454545,10.909091,13.5,20.5,20,20,22,20.75,199.603306,2.975207,0.793388,0.793388,0.793388,0.264463,74.25,703.25,658.5,658.5,846.5,726.1875,0.909091,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909091,0.909091,0.909091,0.909091,0.909091,0.909091,0,1,1,1,1,1,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,1,0,0,0,0,0,0,0.909091,0.909091,0.909091,0.909091,0,0,0.5,0.5,0.5,0.5,0.5,RELATION
68,8,9.75,4,8,0,0,4,0,31,4,3,3,3,1,9.75,9.75,9.75,9.75,9.75,9.75,0,0,0,0,0,0,151.6875,151.6875,151.6875,151.6875,151.6875,151.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.75,0.75,0.75,0.75,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
71,5,22.9,2,5,0,0,2,0,1.8,44,44,44,1.8,44,19.5,18,21.5,21.5,33.5,22,0.16,120,120,120,0.16,120,306.25,256,380.25,380.25,992.25,441,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,RELATION
74,1,2.3,10,2,0.15,0,10,0,1,0.5,1.5,1.5,1,15.5,3.4,1.2,1.2,1.2,3.4,1.2,1,0.25,0.25,0.25,0,72.25,47.24,4.16,4.16,4.16,47.24,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,0.5,0.8,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,1,0,0,0.5,1,1,1,0,0.8,0.4,0.4,0.4,0.8,0.4,RELATION
75,1,10.083333,4,6,0.583333,0,4,0,2.5,12.666667,18.833333,18.833333,18.833333,6.333333,5.75,12,11,11,10.5,10.5,2.916667,18.555556,43.805556,43.805556,43.805556,14.888889,2.1875,67.5,43.5,43.5,91.25,92.25,0,0,0,0,0,0.5,0,0.25,0.25,0.25,0,0,0,0,0.833333,0.833333,0.833333,0,0,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333,0.833333,0.833333,0,0,0.25,0.25,0.25,0.25,0.25,0,0.833333,0.166667,0.166667,0.166667,0,0,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
76,-1.333333,7.766667,6,5,0.366667,0,6,0,25.2,5,4.2,4.2,4.2,1.2,7.166667,8.666667,7.166667,7.166667,7.333333,8.5,23.76,0,0.16,0.16,0.16,5.76,23.805556,105.222222,49.472222,49.472222,65.888889,97.916667,0.8,0,0,0,0,0,0,0.166667,0.166667,0.166667,0.166667,0.166667,0,0,0,0,0,0.8,0,0.166667,0.166667,0.166667,0.166667,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.8,0.8,0.8,0,0,0.666667,0.666667,0.666667,0.666667,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,RELATION
77,7.666667,6.36,2.777778,8.333333,0,0.628539,3,0.471405,2.777778,10,10,10,10,6.75,17,6.333333,5.333333,5.333333,9.666667,4.333333,25.283951,1,1,1,1,23.6875,0,16.888889,17.555556,17.555556,54.222222,11.555556,0.111111,0,0,0,0,1,1,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888889,1,1,1,1,0.25,0,0.666667,0.666667,0.666667,1,0.666667,0.111111,0,0,0,0,0,1,0,0,0,0,0,0.888889,0,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,RELATION
79,12,34.730769,1.733333,13,0.538462,0.442217,2,2,17.466667,58.272727,58.272727,58.272727,17.466667,58.272727,55,27,39,39,39,26.5,137.982222,351.471074,351.471074,351.471074,137.982222,351.471074,0,225,625,625,625,272.25,0.066667,1,1,1,0.066667,1,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
83,100,19.463333,3,100,0.666667,0,3,0,11.16,35.23,35.23,35.23,35.23,12,23,23,14.333333,14.333333,27.333333,19.666667,1.2744,363.5371,363.5371,363.5371,363.5371,0,288.666667,288.666667,22.888889,22.888889,470.222222,150.888889,0,1,1,1,1,0,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.14,0.14,0.14,0,0,0,0,0,0.333333,0.333333,0,0.18,0.18,0.18,0.18,1,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
85,10,7.791667,2,12,0.416667,0,2,0,1.25,14.333333,14.333333,14.333333,1.25,14.333333,13,1.5,8,8,9.5,6,0.1875,73.555556,73.555556,73.555556,0.1875,73.555556,144,0.25,49,49,56.25,16,0,0.083333,0.083333,0.083333,0,0.083333,0,0,0,0,0,0,0,0.083333,0.083333,0.083333,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0.166667,0.166667,0,0.166667,0,0,0.5,0.5,0,0,1,0.166667,0.166667,0.166667,1,0.166667,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.166667,0.166667,0.166667,1,0.166667,0.5,1,0.5,0.5,0.5,0.5,RELATION
86,3,13.6,5,3,0.6,0,5,0,12,5,7,7,10,34,15,15,15,15,15,10.8,0,0,0,0,0,98,174.8,174.8,174.8,174.8,174.8,26.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.2,0.2,0.2,0,0,1,1,1,1,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
91,2,43.1875,2.666667,5.333333,0.0625,0.745356,3,0.471405,2.333333,0,0,0,0,135.4,9,36.666667,36.666667,36.666667,47.666667,42.333333,8.888889,0,0,0,0,923.44,0,2616.222222,2616.222222,2616.222222,4449.555556,3500.222222,0,0,0,0,0,1,0,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.333333,0.333333,0.333333,0.333333,0.333333,0.833333,0,0,0,0,1,0,0.666667,0.666667,0.666667,0.666667,0.666667,0.166667,0,0,0,0,0,1,0,0,0,0,0,0.833333,0,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,RELATION
92,19.333333,31.153285,2.978261,91.333333,0.273723,0.207378,3,0.471405,1.978261,0,0,0,0,91.802198,9,42.666667,31.333333,31.333333,40.666667,40.666667,0.629962,0,0,0,0,1523.521314,0,3556.222222,1840.888889,1840.888889,3147.555556,3147.555556,0,0,0,0,0,0.186813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.333333,0.333333,0.333333,0.333333,0.333333,0.98913,0,0,0,0,1,0,0.666667,0.666667,0.666667,0.666667,0.666667,0.01087,0,0,0,0,0,1,0,0,0,0,0,0.98913,0,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,RELATION
93,7,25.983607,2.904762,20.333333,0.344262,0.425918,3,0.471405,1.904762,0,0,0,0,77.25,9,23.666667,25,25,16.333333,60.333333,2.752834,0,0,0,0,857.7875,0,1073.555556,1152.666667,1152.666667,470.888889,7041.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0.333333,0.333333,0.333333,0.333333,0.333333,0.952381,0,0,0,0,1,0,0.666667,0.666667,0.666667,0.666667,0.666667,0.047619,0,0,0,0,0,1,0,0,0,0,0,0.952381,0,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,RELATION
94,-0.975309,31.66805,2.975309,80.333333,0.170124,0.220846,3,0.471405,1.975309,0.5,0.5,0.5,0.5,92.9,9,13,32,32,31,31,0.71544,0.25,0.25,0.25,0.25,1220.765,0,312.666667,1860.666667,1860.666667,1800.666667,1740.666667,0,0,0,0,0,0.5,0,0.333333,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.333333,0.333333,0.333333,0.333333,0.333333,0.987654,0,0,0,0,1,0,0.666667,0.666667,0.666667,0.666667,0.666667,0.012346,0,0,0,0,0,1,0,0,0,0,0,0.987654,0,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,RELATION
95,-0.866667,45.651163,2.866667,14.333333,0.046512,0.498888,3,0.471405,1.866667,0,0,0,0,138.214286,9,44.666667,45,45,45,17.666667,3.848889,0,0,0,0,2941.311224,0,3901.555556,3960.666667,3960.666667,3872.666667,556.222222,0,0,0,0,0,0.928571,0,0.333333,0,0,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.333333,0.333333,0.333333,0.333333,0.333333,0.933333,0,0,0,0,0.857143,0,0.666667,0.666667,0.666667,0.666667,0.333333,0.066667,0,0,0,0,0,1,0,0,0,0,0,0.933333,0,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,RELATION
96,-0.933333,67.477273,2.933333,29.333333,0.340909,0.359011,3,0.471405,1.933333,0.068966,0.068966,0.068966,0.068966,202.689655,9,43,95.333333,95.333333,77.333333,78,1.928889,0.064209,0.064209,0.064209,0.064209,4793.386445,0,3612.666667,17798.222222,17798.222222,11654.222222,11858.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965517,0,0.333333,0.333333,0.333333,0.333333,0.333333,0.966667,0,0,0,0,1,0,0.666667,0.666667,0.666667,0.666667,0.666667,0.033333,0,0,0,0,0,1,0,0,0,0,0,0.966667,0,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,RELATION
